0 172
0 172
0 172
0 172
0 172
0 454
0 454
0 454
0 454
0 454
1 2165
1 740
1 2295
1 2129
1 2129
2 4632
2 14240
2 7715
2 3608
2 7445
3 26496
3 59897
3 29066
3 26707
3 108080
4 498222
4 61297
4 134167
4 16752
4 116546
5 1045656
5 250034
5 1123250
5 2112261
5 275577
6 2249877
6 4628962
6 4674145
6 1129845
6 4858307
7 10104541
7 2444542
7 2449444
7 572679
7 5242581
8 4914449
8 10127007
8 623741
8 10231781
8 20235400
10 5088387
10 9851398
10 10545290
10 21607095
10 1269250
10 41194770
10 9722376
10 10694146
10 8973411
10 5339280
11 10607484
11 11091910
11 20354338
11 21685013
11 10459811
12 47849717
12 19836420
12 10429149
12 21315868
12 10494536
13 43468752
13 11079674
13 5631787
13 21627553
13 45351126
14 22573485
14 10732299
14 42624895
14 10723000
14 11426070
15 11119441
15 43074057
15 22317792
15 45746720
15 45997393
16 44658882
16 45968392
16 23963651
16 21355707
16 20794297
17 43074538
17 44590733
17 22910478
17 47447179
17 48398483
18 44892678
18 46495980
18 44940695
18 46139594
18 22096084
20 22076424
20 23603946
20 41959262
20 44719736
20 46771007
20 41756980
20 44643966
20 45393162
20 22645271
20 23773290
21 46032818
21 42575017
21 43167957
21 44586477
21 44757474
22 44070633
22 23216030
22 24225911
22 51049237
22 23831235
23 46619632
23 48347529
23 41700896
23 43824127
23 46551198
24 44325898
24 46852570
24 44510970
24 47298475
24 46831622
25 45574139
25 48927319
25 46959108
25 49829282
25 44763295
26 42691377
26 43219307
26 44465302
26 48135580
26 43034776
27 44983881
27 46712777
27 47654692
27 46067093
27 43677966
28 46831013
28 47746152
28 42504289
28 49426939
28 43832047
30 43132239
30 44808498
30 45581814
30 47070787
30 45710493
30 45181901
30 48485765
30 48742094
30 45328398
30 43150698
31 46914655
31 42825969
31 44276831
31 43657885
31 46047391
32 46940779
32 47091523
32 49619163
32 44230776
32 43245048
33 50710565
33 46933939
33 46160139
33 44254559
33 44737440
34 47890595
34 45601521
34 47632861
34 47278156
34 43890905
35 45438252
35 46727710
35 45735561
35 45175761
35 48817492
36 49352947
36 46288438
36 49416164
36 48410391
36 42420742
37 45929940
37 45237026
37 43537121
37 43905222
37 49311022
38 44998071
38 47298415
38 48571448
38 42972938
38 47918888
40 48244038
40 48332250
40 45932664
40 46283863
40 49063270
40 45585694
40 47648066
40 45959699
40 46122896
40 46417621
41 41683614
41 42115871
41 50106341
41 46792377
41 42261953
42 47839108
42 46693774
42 47154381
42 44914850
42 44525658
43 51781088
43 45537619
43 48479403
43 45727883
43 42347080
44 48534666
44 44791551
44 47202236
44 45015644
44 45631980
45 46566703
45 46599836
45 50506429
45 45310318
45 46719479
46 49681145
46 45018530
46 43457089
46 42650415
46 41373547
47 45571211
47 42290519
47 44557676
47 49253183
47 45930016
48 42949816
48 45374195
48 44315227
48 40627880
48 43827117
50 48405371
50 46286986
50 51535270
50 43571533
50 47270082
50 43133131
50 48836498
50 46565083
50 52504396
50 46973574
51 52198152
51 50824836
51 47128029
51 48043176
51 47818008
52 46381766
52 46269056
52 47892286
52 47179403
52 46912344
53 46032927
53 48720394
53 46839219
53 46511971
53 52229973
54 42405836
54 47973806
54 48234114
54 48802842
54 46290554
55 44377204
55 49318080
55 45501586
55 46063008
55 46179581
56 45047769
56 45798269
56 47132671
56 48319984
56 51109059
57 42555672
57 48926034
57 46181709
57 47702558
57 46729784
58 43729058
58 46840562
58 47545669
58 46828265
58 46703813
60 44929510
60 46170165
60 44045501
60 46805833
60 47491963
60 44454293
60 44705574
60 47367573
60 46449161
60 45518614
61 46536398
61 50212914
61 48987879
61 48238411
61 47413076
62 47581431
62 45334747
62 44828493
62 43684783
62 43217356
63 47112864
63 42553056
63 44024590
63 41903310
63 43347148
64 47584150
64 48714806
64 48968074
64 43371301
64 45351218
65 48478942
65 45788511
65 50583644
65 44621157
65 42184673
66 50007094
66 46626808
66 47274208
66 47860107
66 44615576
67 49905772
67 45474169
67 42124466
67 43383748
67 47923121
68 46689800
68 42784443
68 47456889
68 46217942
68 47951215
70 45663686
70 47322244
70 43771497
70 48395209
70 42295576
70 44686573
70 46070684
70 48999197
70 44254703
70 45504291
71 44498204
71 43692807
71 47154088
71 46964606
71 47851966
72 47930241
72 45869073
72 47436810
72 49268985
72 45530762
73 47270562
73 47497645
73 46023606
73 44101376
73 41923170
74 42478348
74 44193513
74 50201867
74 42375238
74 47549158
75 46542827
75 45147753
75 45359855
75 42847183
75 48584911
76 48143862
76 46166069
76 47885768
76 47289666
76 44806709
77 46053948
77 49703426
77 44295579
77 46349220
77 47359997
78 43443236
78 47092478
78 49363149
78 45167214
78 48176947
80 47117243
80 45077429
80 44954316
80 45171368
80 47450936
80 49328512
80 48771758
80 51130813
80 45406821
80 47343145
81 44076770
81 46722880
81 46759354
81 50462179
81 48079864
82 52856882
82 48234752
82 45096064
82 45750296
82 45551499
83 46531289
83 46711990
83 44606795
83 46051246
83 46581390
84 49839920
84 49063919
84 45288467
84 44874994
84 46293988
85 46519651
85 44198631
85 42470495
85 46220802
85 47446526
86 46004557
86 45386497
86 45021928
86 46623270
86 46637350
87 47537482
87 46015265
87 46261036
87 48406366
87 42914618
88 46560464
88 47248730
88 45104798
88 47155115
88 48475041
90 47885156
90 46578818
90 49850167
90 43784805
90 46879903
90 46556465
90 45950303
90 48536329
90 44730625
90 43805832
91 44592276
91 42576988
91 49780023
91 46561500
91 41597028
92 45584561
92 49232186
92 49226246
92 45906765
92 45645533
93 51414343
93 45971651
93 44471914
93 46000699
93 44058127
94 45650986
94 46502855
94 48850705
94 49800281
94 43797866
95 45283239
95 45154859
95 46108082
95 45236965
95 44278612
96 42845710
96 46842410
96 43946236
96 52875087
96 46810339
97 48175242
97 48088084
97 44182171
97 47531982
97 46742515
98 49400085
98 43936001
98 46966386
98 48583928
98 45726507
100 47855085
100 43287664
100 50860889
100 48273791
100 48610997
