0 1 288
0 2 288
1 2 288
0 3 288
1 3 288
2 3 288
0 4 288
1 4 288
2 4 288
3 4 288
0 5 288
1 5 288
2 5 288
3 5 288
4 5 288
0 6 288
1 6 288
2 6 288
3 6 288
4 6 288
5 6 288
0 7 288
1 7 288
2 7 288
3 7 288
4 7 288
5 7 288
6 7 288
0 8 303
1 8 303
2 8 303
3 8 303
4 8 303
5 8 303
6 8 303
7 8 303
0 9 318
1 9 318
2 9 318
3 9 318
4 9 318
5 9 318
6 9 318
7 9 318
8 9 318
0 10 343
1 10 343
2 10 343
3 10 343
4 10 343
5 10 343
6 10 343
7 10 343
8 10 343
9 10 343
0 11 343
1 11 343
2 11 343
3 11 343
4 11 343
5 11 343
6 11 343
7 11 343
8 11 343
9 11 343
10 11 343
0 12 353
1 12 353
2 12 353
3 12 353
4 12 353
5 12 353
6 12 353
7 12 353
8 12 353
9 12 353
10 12 353
11 12 353
0 13 354
1 13 354
2 13 354
3 13 354
4 13 354
5 13 354
6 13 354
7 13 354
8 13 354
9 13 354
10 13 354
11 13 354
12 13 354
0 14 354
1 14 354
2 14 354
3 14 354
4 14 354
5 14 354
6 14 354
7 14 354
8 14 354
9 14 354
10 14 354
11 14 354
12 14 354
13 14 354
0 15 379
1 15 379
2 15 379
3 15 379
4 15 379
5 15 379
6 15 379
7 15 379
8 15 379
9 15 379
10 15 379
11 15 379
12 15 379
13 15 379
14 15 379
0 16 402
1 16 402
2 16 402
3 16 402
4 16 402
5 16 402
6 16 402
7 16 402
8 16 390
9 16 390
10 16 390
11 16 390
12 16 390
13 16 390
14 16 390
15 16 390
0 17 410
1 17 410
2 17 410
3 17 410
4 17 410
5 17 410
6 17 410
7 17 410
8 17 404
9 17 396
10 17 396
11 17 396
12 17 396
13 17 396
14 17 396
15 17 396
16 17 396
0 18 410
1 18 410
2 18 410
3 18 410
4 18 410
5 18 410
6 18 410
7 18 410
8 18 404
9 18 396
10 18 396
11 18 396
12 18 396
13 18 396
14 18 396
15 18 396
16 18 396
17 18 396
0 19 418
1 19 418
2 19 418
3 19 418
4 19 418
5 19 418
6 19 418
7 19 418
8 19 412
9 19 411
10 19 410
11 19 410
12 19 410
13 19 410
14 19 410
15 19 410
16 19 410
17 19 410
18 19 410
0 20 424
1 20 424
2 20 424
3 20 424
4 20 424
5 20 424
6 20 424
7 20 424
8 20 418
9 20 418
10 20 417
11 20 417
12 20 417
13 20 417
14 20 417
15 20 417
16 20 417
17 20 417
18 20 417
19 20 417
0 21 424
1 21 424
2 21 424
3 21 424
4 21 424
5 21 424
6 21 424
7 21 424
8 21 418
9 21 418
10 21 417
11 21 417
12 21 417
13 21 417
14 21 417
15 21 417
16 21 417
17 21 417
18 21 417
19 21 417
20 21 417
0 22 427
1 22 427
2 22 427
3 22 427
4 22 427
5 22 427
6 22 427
7 22 427
8 22 421
9 22 421
10 22 420
11 22 420
12 22 420
13 22 420
14 22 420
15 22 420
16 22 420
17 22 420
18 22 420
19 22 420
20 22 420
21 22 420
0 23 430
1 23 430
2 23 430
3 23 430
4 23 430
5 23 430
6 23 430
7 23 430
8 23 424
9 23 424
10 23 426
11 23 426
12 23 426
13 23 426
14 23 426
15 23 426
16 23 426
17 23 426
18 23 426
19 23 426
20 23 426
21 23 426
22 23 426
0 24 433
1 24 433
2 24 433
3 24 433
4 24 433
5 24 433
6 24 433
7 24 433
8 24 432
9 24 431
10 24 433
11 24 433
12 24 433
13 24 433
14 24 433
15 24 433
16 24 433
17 24 433
18 24 433
19 24 433
20 24 433
21 24 433
22 24 433
23 24 433
0 25 435
1 25 435
2 25 435
3 25 435
4 25 435
5 25 435
6 25 435
7 25 435
8 25 434
9 25 434
10 25 436
11 25 436
12 25 436
13 25 436
14 25 436
15 25 436
16 25 436
17 25 433
18 25 433
19 25 433
20 25 433
21 25 433
22 25 433
23 25 433
24 25 433
0 26 435
1 26 435
2 26 435
3 26 435
4 26 435
5 26 435
6 26 435
7 26 435
8 26 434
9 26 434
10 26 436
11 26 436
12 26 436
13 26 436
14 26 436
15 26 436
16 26 436
17 26 433
18 26 433
19 26 433
20 26 433
21 26 433
22 26 433
23 26 433
24 26 433
25 26 433
0 27 435
1 27 435
2 27 435
3 27 435
4 27 435
5 27 435
6 27 435
7 27 435
8 27 434
9 27 434
10 27 436
11 27 436
12 27 436
13 27 436
14 27 436
